title,label,label_encoder,cleaned_text 
Elon Musk to Completely Revolutionize the Energy Industry with New Tesla Solar Roof,FAKE,0,elon musk completely revolutionize energy industry new tesla solar roof
Barrel Bomb: The Cataclysmic Close of Campaign 2016      : Information,FAKE,0,barrel bomb cataclysmic close campaign 2016 information
6 detained in raids in Belgium,REAL,1,detain raid belgium
Top Senate Democrat urges Clinton to address private email controversy,REAL,1,top senate democrat urge clinton address private email controversy
Obama opens door to 'limited' ground combat operations against ISIS,REAL,1,obama open door limit grind combat operations isis
"Washington's Embargo on Cuba Not Effective, Isolated US - White House",FAKE,0,washington embargo cuba effective isolate white house
"Fox News built a f**ked-up Frankenstein, dumb, angry and divorced from facts. Now Donald Trump will devour them",REAL,1,fox news build ked frankenstein dumb angry divorce facts donald trump devour
Comment on 184 U.S. generals and admirals endorse Trump for Commander-In-Chief by Tonya Parnell,FAKE,0,comment 184 general admirals endorse trump commander chief tonya parnell
Police across the country are being equipped with ‘Christian’ facial recognition cameras,FAKE,0,police across country equip christian facial recognition cameras
Ky. clerk says won’t personally authorize gay marriage licenses -- or interfere,REAL,1,clerk say win personally authorize gay marriage license interfere
Jeb Bush Among Conservatives Criticizing Pope For Climate Change,REAL,1,jeb bush among conservatives criticize pope climate change
Major donors consider funding Black Lives Matter,REAL,1,major donors consider fund black live matter
LDS Church’s new ‘Mormon and Gay’ website wins cheers and some jeers for ignoring controversial policy,FAKE,0,lds church new mormon gay website win cheer jeer ignore controversial policy
"Exhausted, Defeated Voters Finally Beginning To Relate To Hillary Clinton - The Onion - America's Finest News Source",FAKE,0,exhaust defeat voters finally begin relate hillary clinton onion america finest news source
Kate Steinle's death and sanctuary cities: What good are our laws without enforcement?,REAL,1,kate steinle death sanctuary cities good laws without enforcement
Everything you need to know about our polarized politics (in the palm of your hand),REAL,1,everything need know polarize politics palm hand
FEC head under fire for women’s forum ‘stacked’ with Dems,REAL,1,fec head fire women forum stack dems
The Yale Review Did Not Endorse Hillary. The Reason Why Is Hilarious,FAKE,0,yale review endorse hillary reason hilarious
"FEAR OF TRUMP: BUSH, OBAMA, CLINTON ALL BUYING PROPERTY IN NON-EXTRADITION NATIONS",FAKE,0,fear trump bush obama clinton buy property non extradition nations
"Nine dead, 18 wounded after Texas biker gang shootout (+video)",REAL,1,nine dead wound texas biker gang shootout video
"American Tourist Can’t Get Over Dirty, Decaying & Dangerous Charm Of Dublin City",FAKE,0,american tourist get dirty decay dangerous charm dublin city
"“You Ruined Your Own Communities, Don’t Ruin Ours”–Chicago Whites Demonstrate Against Black Lives Matter After Black Shot",FAKE,0,ruin communities ruin chicago white demonstrate black live matter black shoot
CNBC moderators get bipartisan drubbing for debate performance,REAL,1,cnbc moderators get bipartisan drub debate performance
"Project Veritas Video 4 - 20K Bribery to DNC, Chaos at Trump Rallies",FAKE,0,project veritas video 20k bribery dnc chaos trump rally
'Specific info' forces WikiLeaks to move anticipated announcement to Berlin,REAL,1,specific info force wikileaks move anticipate announcement berlin
"Trump Elected President, Thanks to 4 in 5 White Evangelicals",FAKE,0,trump elect president thank white evangelicals
US calls for end to Saudi airstrikes in Yemen,FAKE,0,call end saudi airstrikes yemen
Iowa Christians struggle to square faith with fear over refugees,REAL,1,iowa christians struggle square faith fear refugees
"Look out, Paul Ryan! Masochist Paul Nehlen is gunning for House speakership",FAKE,0,look paul ryan masochist paul nehlen gun house speakership
Hillary and Bill Clinton: The «Bonnie and Clyde» of American Politics,FAKE,0,hillary bill clinton bonnie clyde american politics
A Combative Donald Trump Shows Up at Tampa and Pittsburgh Rallies,REAL,1,combative donald trump show tampa pittsburgh rally
First Take: Can a 'wacko bird' take flight in the GOP?,REAL,1,first take wacko bird take flight gop
Bernie Sanders Got Republicans To Make His Argument For Universal Health Care,REAL,1,bernie sanders get republicans make argument universal health care
Saudi Arabia poised to be reelected to UN Human Rights Council,FAKE,0,saudi arabia poise reelect human right council
"Boehner, McConnell split over NSA bill",REAL,1,boehner mcconnell split nsa bill
Rick Santorum hopes 99-county Iowa tour leads to success,REAL,1,rick santorum hop county iowa tour lead success
FBI Director Comey Ignored DOJ’s Warning Against Releasing Info On Hillary Email (TWEETS),FAKE,0,fbi director comey ignore doj warn release info hillary email tweet
Bill Maher on Charlie Hebdo attacks: “There are no great religions; they’re all stupid and dangerous”,REAL,1,bill maher charlie hebdo attack great religions stupid dangerous
Judge orders Obama administration to release illegal immigrants from 'deplorable' facilities,REAL,1,judge order obama administration release illegal immigrants deplorable facilities
Fierce Homeless Woman Guarding Trump's Star from Future Vandals Flashes 'Trump-Worthy' Reason for It,FAKE,0,fierce homeless woman guard trump star future vandals flash trump worthy reason
"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked",FAKE,0,saudi ambassador uae contact iran iraq syria lebanon check
14 dead as Islamic rebels attack in Philippines,REAL,1,dead islamic rebel attack philippines
"Political paralysis is the new normal: The GOP’s Scalia gamble may be suicidal, but it’s not illogical",REAL,1,political paralysis new normal gop scalia gamble may suicidal illogical
Donald Trump’s avenging angels: How the orange-haired monster has rewritten the history of American conservatism,REAL,1,donald trump avenge angels orange haired monster rewrite history american conservatism
GOP and Abortion in Age of ObamaCare: Time for new strategy,REAL,1,gop abortion age obamacare time new strategy
Planned Parenthood does damage control as GOP demands answers,REAL,1,plan parenthood damage control gop demand answer
The GOP has become the party from George Orwell’s nightmares,REAL,1,gop become party george orwell nightmares
"Poverty Rose in 96% of U.S. House Districts, During Obama’s Presidency",FAKE,0,poverty rise house district obama presidency
Obama Talks About HIMSELF 207 Times In Speeches Supposedly About Hillary,FAKE,0,obama talk 207 time speeches supposedly hillary
Marco Rubio Strong Favorite in Sheldon Adelson Primary,REAL,1,marco rubio strong favorite sheldon adelson primary
New Male Birth Control Method Tested - The Onion - America's Finest News Source,FAKE,0,new male birth control method test onion america finest news source
What To Watch For At Democrats' First Debate,REAL,1,watch democrats first debate
How climate change is spawning a new view of conservation,REAL,1,climate change spawn new view conservation
Did Hillary Clinton Cheat At The Debate? (VIDEO),FAKE,0,hillary clinton cheat debate video
"FBI “Insurrection” to Scuttle Director, Rig Election",FAKE,0,fbi insurrection scuttle director rig election
Democrats hand Obama a stinging defeat on trade deal,REAL,1,democrats hand obama sting defeat trade deal
Former DEA Prescription Head Drops a BombShell — Congress Protects Big Pharma & Fuels Opioid Crisis,FAKE,0,former dea prescription head drop bombshell congress protect big pharma fuel opioid crisis
Carly Fiorina Says Donald Trump 'Taps Into an Anger',REAL,1,carly fiorina say donald trump tap anger
MOBILE PASSES DESKTOP FOR THE FIRST TIME…,FAKE,0,mobile pass desktop first time
Fact checking the 2016 State of the Union address,REAL,1,fact check 2016 state union address
Alabama's Top Judge Faces Ethics Charges Over Gay-Marriage Order,REAL,1,alabama top judge face ethics charge gay marriage order
Police Officers Face Backlash After What They Did To Hillary In Photo,FAKE,0,police officer face backlash hillary photo
Texas Cop Fired For Feeding ‘Feces’ Sandwich To Homeless Man,FAKE,0,texas cop fire feed feces sandwich homeless man
The Deceptive Nature of Hillary Clinton is Right in Line with Communism,FAKE,0,deceptive nature hillary clinton right line communism
DNC Head Leaked 2nd Debate Question to Hillary,FAKE,0,dnc head leak 2nd debate question hillary
‘Paid for by O’Malley for President’ — and 9 other signs O’Malley is in,REAL,1,pay malley president sign malley
"Woman Buys Lotto Ticket to Prove to Husband Nobody Wins, Wins $1 Million",FAKE,0,woman buy lotto ticket prove husband nobody win win million
Exclusive Trump op-ed: We must clean up this corruption,REAL,1,exclusive trump must clean corruption
Best Magic tricks ever revealed 2016,FAKE,0,best magic trick ever reveal 2016
"New Wikileaks emails: Bernie is a Jerk, Megyn Kelly a Bimbo and More",FAKE,0,new wikileaks email bernie jerk megyn kelly bimbo
Debunked: The Photo Of Obama With A Speech Balloo... | ClickHole,FAKE,0,debunk photo obama speech balloo clickhole
Maryland has passed one of the nation’s strongest equal pay laws,REAL,1,maryland pass one nation strongest equal pay laws
The real reason Hillary Clinton's VP shortlist is so short,REAL,1,real reason hillary clinton shortlist short
Inside Planned Parenthood's $30 Million Campaign For 2016,REAL,1,inside plan parenthood million campaign 2016
Technology Blackout Feared As Solar Storm Hits Earth,FAKE,0,technology blackout fear solar storm hit earth
Deutsche Bank LIVES: Shock profits posted in Q3,FAKE,0,deutsche bank live shock profit post
Anti-Trump forces seek last-ditch delegate revolt,REAL,1,anti trump force seek last ditch delegate revolt
Alien Visitors? No Explanation for Mysterious Lights in Night Sky Over Arizona,FAKE,0,alien visitors explanation mysterious light night sky arizona
Lawmakers fuming over report Capitol police left guns in bathrooms,REAL,1,lawmakers fume report capitol police leave gun bathrooms
"Trump, Ryan tout unity in wake of meeting",REAL,1,trump ryan tout unity wake meet
Fukushima – The Untouchable Eco-Apocalypse No One is Talking About,FAKE,0,fukushima untouchable eco apocalypse one talk
Former Facebook staffers say conservative news is deliberately suppressed,REAL,1,former facebook staffers say conservative news deliberately suppress
US Drone Pilots May Be ‘Illegally’ Acquiring Targets From UK Bases,FAKE,0,drone pilot may illegally acquire target base
Russia Is Hoarding Gold at Breakneck Pace — The Next Global Conflict Will Be Fought With Currencies - Jay Syrmopoulos,FAKE,0,russia hoard gold breakneck pace next global conflict fight currencies jay syrmopoulos
Does blood on shoe link suspect to Washington slayings?,REAL,1,blood shoe link suspect washington slay
Voting Against Peace in Colombia,FAKE,0,vote peace colombia
Japan approves already dead TPP deal,FAKE,0,japan approve already dead tpp deal
Trump: 'President Barack Obama was born in the United States',REAL,1,trump president barack obama bear unite state
Scientists have heard unusual messages from deep space probably coming from aliens,FAKE,0,scientists hear unusual message deep space probably come alien
Republican Debate: Trump's absence leaves three winners and two losers,REAL,1,republican debate trump absence leave three winners two losers
Montenegrin PM resigns shortly after suggesting Russia behind alleged coup plot,FAKE,0,montenegrin resign shortly suggest russia behind allege coup plot
US election 2016: New Hampshire polls close in key primary,REAL,1,election 2016 new hampshire poll close key primary
Haywire over Hacking: Media refuse to believe Trump's Russia comments were sarcastic,REAL,1,haywire hack media refuse believe trump russia comment sarcastic
MMR Vaccines Cause 340% Increased Risk of Autism in African American Infants,FAKE,0,mmr vaccines cause 340 increase risk autism african american infants
JUST IN: Republicans Sued Over Trump’s Call To Intimidate Minority Voters,FAKE,0,republicans sue trump call intimidate minority voters
"You’re Fired! Trump Wins Big, Clinton Is Going To Jail",FAKE,0,fire trump win big clinton jail
Sources: US officials warned DNC of hack months before the party acted,REAL,1,source officials warn dnc hack months party act
HHS to Congress on ObamaCare court ruling: It’s your problem,REAL,1,hhs congress obamacare court rule problem
Renowned Harvard Psychologist Says ADHD is Largely a Fraud,FAKE,0,renowned harvard psychologist say adhd largely fraud
"We Came, We Saw, He Died: How Gaddafi Was Hunted And Ruthlessly Killed",FAKE,0,come saw die gaddafi hunt ruthlessly kill
After Obamacare: The next Democratic health agenda,REAL,1,obamacare next democratic health agenda
House Democrat Introduces ISIS War Authorization Bill,REAL,1,house democrat introduce isis war authorization bill
Defiant Charlie Hebdo to print 3M copies of latest edition with Muhammad on cover,REAL,1,defiant charlie hebdo print copy latest edition muhammad cover
Can the Democratic party find unified path to the general election?,REAL,1,democratic party find unify path general election
How Trump and Sanders Broadened Their Bases in New Hampshire,REAL,1,trump sanders broaden base new hampshire
Is The Republican Party On The Verge Of A Historic Crackup?,REAL,1,republican party verge historic crackup
"Our bad-tempered behaviour is not a cry for help, say old men",FAKE,0,bad temper behaviour cry help say old men
How to Support Standing Rock and Confront What It Means to Live on Stolen Land,FAKE,0,support stand rock confront mean live steal land
Lynch vote deal reached on human trafficking bill,REAL,1,lynch vote deal reach human traffic bill
Rogue Journalist Has 'October Gift' for Hillary Campaign We're All Sure She Just 'Can't Wait' to Open,FAKE,0,rogue journalist october gift hillary campaign sure wait open
White House: 'Higher profile' person should have gone to Paris,REAL,1,white house higher profile person paris
House votes to roll back Obama's immigration actions,REAL,1,house vote roll back obama immigration action
IRANIAN MISSILE ACCIDENTALLY DESTROYS IRANIAN SHIP AIMED FOR SYRIA!,FAKE,0,iranian missile accidentally destroy iranian ship aim syria
Tom deLonge: Changing the cynical views of youth towards government,FAKE,0,tom delonge change cynical view youth towards government
"Nevada politics expert: ""Trump is dead"" in the state",REAL,1,nevada politics expert trump dead state
3 explanations for why Donald Trump is suddenly doing better in the polls,REAL,1,explanations donald trump suddenly better poll
Earth To Ammosexuals: NRA Admits No One Is Coming For Your Guns! (VIDEO),FAKE,0,earth ammosexuals nra admit one come gun video
Economic upgrade: Russia receives multiple endorsements for rapidly improving business conditions,FAKE,0,economic upgrade russia receive multiple endorsements rapidly improve business condition
Football Follies 2016: NCAA Week 9,FAKE,0,football follies 2016 ncaa week
"They Said What?!: Find Out What Paul Krugman, Aretha Franklin, And Willie Nelson Have To Say",FAKE,0,say find paul krugman aretha franklin willie nelson say
Joe Biden praises Iraqi military,REAL,1,joe biden praise iraqi military
Automation: Robots from Korea to America Are Replacing Workers,FAKE,0,automation robots korea america replace workers
"Clinton And The DNC: A Crisis Not Merely Survived, But Transcended",REAL,1,clinton dnc crisis merely survive transcend
Pardon Power: The Obamamometer’s Options,FAKE,0,pardon power obamamometer options
Ahead Of Tomorrow’s Fed Meeting There Are Some Very Strange Things Happening,FAKE,0,ahead tomorrow feed meet strange things happen
This Is What Happens When You Elect Climate Change Deniers,REAL,1,happen elect climate change deniers
GOP has a day of reckoning coming,FAKE,0,gop day reckon come
Legendary US Gymnastics Coach Bela Karolyi May Have Known for YEARS That Team's Doctor Sexually Abused Girls,FAKE,0,legendary gymnastics coach bela karolyi may know years team doctor sexually abuse girls
Cruz 'thrilled' despite drop in Iowa Poll,REAL,1,cruz thrill despite drop iowa poll
"Social Media Blackout? FBI Emails Are Not ‘Trending’ On Twitter, Facebook, Buzzfeed, Or Snapchat",FAKE,0,social media blackout fbi email trend twitter facebook buzzfeed snapchat
‘I Don’t Rent To N s’: Smoking Gun Proves Trump Family Racism (VIDEO) | Addicting Info | The Knowledge You Crave,FAKE,0,rent smoke gun prove trump family racism video addict info knowledge crave
Russia Begins Airstrikes In Syria After Assad's Request,REAL,1,russia begin airstrikes syria assad request
November supermoon biggest in nearly 70 years,FAKE,0,november supermoon biggest nearly years
"Ex-Defense Chief Gates: Trump 'Beyond Repair' on Foreign Policy, But Hillary Needs Work",REAL,1,defense chief gate trump beyond repair foreign policy hillary need work
PA Kids’ Drawings: Israel Drinks Blood of Palestinians,FAKE,0,kid draw israel drink blood palestinians
Gov. Kasich enters GOP White House race touting 'skills and experience',REAL,1,gov kasich enter gop white house race tout skills experience
Bernie Sanders vs. the Lamestream Media,REAL,1,bernie sanders lamestream media
Common Core standardized tests begin Tuesday,REAL,1,common core standardize test begin tuesday
21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,FAKE,0,things learn hillary clinton wikileaks msm win share
"Tomgram: Nomi Prins, Too Big to Fail, Hillary-Style",FAKE,0,tomgram nomi prins big fail hillary style
"HUFFPOLLSTER: Trump And Clinton Lead, But Iowa Polling Remains Volatile With A Week To Go",REAL,1,huffpollster trump clinton lead iowa poll remain volatile week
Wikileaks,FAKE,0,wikileaks
GOP contenders nearly silent on Colorado Springs shooting,REAL,1,gop contenders nearly silent colorado spring shoot
Study: women had to drive 4 times farther after Texas laws closed abortion clinics,REAL,1,study women drive time farther texas laws close abortion clinics
Another Saudi War Crime in Yemen as 43 Prisoners Dead in Airstrike,FAKE,0,another saudi war crime yemen prisoners dead airstrike
Rescue Brings A Bit Of Good News To Nepal's Capital After Earthquake,REAL,1,rescue bring bite good news nepal capital earthquake
Long-term Effects of the Presidential Election,FAKE,0,long term effect presidential election
How Ryan decided to ditch Trump,REAL,1,ryan decide ditch trump
Trump Rally On Hollywood Boulevard 10/29/16,FAKE,0,trump rally hollywood boulevard
"If you really want to save energy at home, forget about your light switches",REAL,1,really want save energy home forget light switch
MEDIA SHAME - These 65 Journalists are Now Presstitutes. Their Madam is Hillary Clinton.,FAKE,0,media shame journalists presstitutes madam hillary clinton
Biden takes his pre-campaign to Clinton’s turf,REAL,1,biden take pre campaign clinton turf
Police Depts. Paid AT&T Millions To Scrutinize Our Texts & Chats: EFF,FAKE,0,police depts pay millions scrutinize texts chat eff
Can Israelis And Palestinians Change Their Minds?,REAL,1,israelis palestinians change mind
NASA Admits: Someone Took Control Over Space Probe Voyager 2 And Sent Data In An Unknown Language,FAKE,0,nasa admit someone take control space probe voyager send data unknown language
Liberty or State Control? You Decide,FAKE,0,liberty state control decide
Illinois Senator Draws Fire for Racially Charged Attack on Opponent’s Family,FAKE,0,illinois senator draw fire racially charge attack opponent family
"Jeb Bush to lay out foreign policy: Will he be dad, brother – or himself? (+video)",REAL,1,jeb bush lay foreign policy dad brother video
Egypt says it hit ISIS targets in Libya after killings,REAL,1,egypt say hit isis target libya kill
Possible suicide vest found in Paris suburb,REAL,1,possible suicide vest find paris suburb
PressTV-NATO pushes military buildup plans near Russia,FAKE,0,presstv nato push military buildup plan near russia
Trump spurns a powerful player in GOP politics in falling-out with Fox,REAL,1,trump spurn powerful player gop politics fall fox
Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Islamic Terrorist Organization,FAKE,0,wikileaks bill clinton boast hillary work relationship islamic terrorist organization
US Military Notifies Russia Of “Sustained Alert Status” Due To “Presidential Election Threat”,FAKE,0,military notify russia sustain alert status due presidential election threat
"India is building millions of toilets, but that’s the easy part",REAL,1,india build millions toilets easy part
Donald Trump doesn’t want to make America great. He wants to make it afraid.,REAL,1,donald trump want make america great want make afraid
Prowling Amur tiger nabbed near Vladivostok,FAKE,0,prowl amur tiger nab near vladivostok
Clinton clearing primary field for potential 2016 run could leave her vulnerable,REAL,1,clinton clear primary field potential 2016 run could leave vulnerable
Wendy Kennedy on being a channel for The 9th Dimensional Pleiadian Collective [VIDEO],FAKE,0,wendy kennedy channel 9th dimensional pleiadian collective video
The power of Trump’s call to free America from political correctness (+video),REAL,1,power trump call free america political correctness video
Putin blasts Clinton & Tells U.S. Govt to STOP Criticizing Russia,FAKE,0,putin blast clinton tell govt stop criticize russia
Charity Paid For Chelsea’s Wedding! Clinton Foundation Fraud [Video],FAKE,0,charity pay chelsea wed clinton foundation fraud video
Is Trump winning? The future of America depends on a few states,FAKE,0,trump win future america depend state
Migrant Thug Beats 87-Year-Old To Bloody Pulp For Making 1 Simple Request,FAKE,0,migrant thug beat year old bloody pulp make simple request
Why Hillary Clinton's gun control proposal is all wrong,REAL,1,hillary clinton gun control proposal wrong
Netanyahu enters never-never land,REAL,1,netanyahu enter never never land
The Dark Art of Political Intimidation,FAKE,0,dark art political intimidation
Republican debate: Six things to watch,REAL,1,republican debate six things watch
The White House Easter Egg Roll exists because Congress banned fun,REAL,1,white house easter egg roll exist congress ban fun
WORLD WAR 3 – HILLARY V.S. TRUMP,FAKE,0,world war hillary trump
Donald Trump’s dangerously circular logic,REAL,1,donald trump dangerously circular logic
White House says Obama will ask Congress to authorize military force against ISIS,REAL,1,white house say obama ask congress authorize military force isis
Homeland Security deal: Will Boehner follow McConnell's lead? (+video),REAL,1,homeland security deal boehner follow mcconnell lead video
"The Modern History of ""Rigged"" US Elections",FAKE,0,modern history rig elections
FCC Passes Sweeping Internet Privacy Rules in ‘Big Win for Civil Rights’,FAKE,0,fcc pass sweep internet privacy rule big win civil right
Pres. Obama RUTHLESSLY Trolls Trump After His Own Campaign GROUNDS Him From Twitter (VIDEO),FAKE,0,pres obama ruthlessly troll trump campaign ground twitter video
Obama to focus on future in State of the Union speech,REAL,1,obama focus future state union speech
WATCH: Anti-LGBT Attack At Equality House – SHOTS FIRED (TWEETS),FAKE,0,watch anti lgbt attack equality house shots fire tweet
ISIS launches attack on Kirkuk,REAL,1,isis launch attack kirkuk
How Hillary Clinton lost young (white) women,REAL,1,hillary clinton lose young white women
"Geoengineering Watch Global Alert News, November 5, 2016",FAKE,0,geoengineering watch global alert news november 2016
What's behind the debate over the Republican debates?,REAL,1,behind debate republican debate
Tiny Homes Banned in U.S. at Increasing Rate as Govt Criminalizes Sustainable Living,FAKE,0,tiny home ban increase rate govt criminalize sustainable live
Reflections on US Political Tragedies,FAKE,0,reflections political tragedies
President Obama has had an eventful year. His approval rating hasn't budged.,REAL,1,president obama eventful year approval rat budge
GOP Power Rankings: Kasich gets a boost,REAL,1,gop power rank kasich get boost
Study: Swift birds fly non-stop for 10 months every year,FAKE,0,study swift bird fly non stop months every year
How the internet is making even Ukrainian Nazis into Russians...,FAKE,0,internet make even ukrainian nazis russians
Goldman Sachs Endorses Hillary Clinton For President,FAKE,0,goldman sachs endorse hillary clinton president
Marco Rubio Short-Circuits During G.O.P. Debate,REAL,1,marco rubio short circuit debate
PressTV-‘Clintons worked with US enemies’,FAKE,0,presstv clintons work enemies
Juicing May Be the Answer to Many of Your Chronic Health Problems,FAKE,0,juicing may answer many chronic health problems
"Riots Getting out of Control, They are now shouting ""Kill Trump""",FAKE,0,riot get control shout kill trump
What Happens If Trump Refuses To Concede Election - The Onion - America's Finest News Source,FAKE,0,happen trump refuse concede election onion america finest news source
Breaking: A Counter Coup To The Clinton Attack is Happening Now… FBI Quietly Releases Documents Via Julian Assange and Wikileaks. | EndingFed News Network,FAKE,0,break counter coup clinton attack happen fbi quietly release document via julian assange wikileaks endingfed news network
Obama reportedly snubs NATO chief as Russia makes new threats against allies,REAL,1,obama reportedly snub nato chief russia make new threats ally
Alabama begins issuing marriage licenses to gay couples,REAL,1,alabama begin issue marriage license gay couple
Russian plane crash in Sinai: All 224 on board killed,REAL,1,russian plane crash sinai 224 board kill
Trump Raises Concern Over Members Of Urban Communities Voting More Than Zero Times - The Onion - America's Finest News Source,FAKE,0,trump raise concern members urban communities vote zero time onion america finest news source
Brexit Ruling Just Latest Tactic to Block Will of the People,FAKE,0,brexit rule latest tactic block people
What do voters see in Trump? His authentic phoniness.,REAL,1,voters see trump authentic phoniness
Valentin Katasonov: America is in agony and Trump is the doctor,FAKE,0,valentin katasonov america agony trump doctor
President-elect Donald Trump eyes Ovala Office with plans to erase Barack Obama’s achievements,FAKE,0,president elect donald trump eye ovala office plan erase barack obama achievements
Trump Presidency Creates Mountains Of Salt From Butthurt Liberals,FAKE,0,trump presidency create mountains salt butthurt liberals
FOX: Latinos Are Already CRUSHING Trump At The Polls,FAKE,0,fox latinos already crush trump poll
How Common Core quietly won the war,REAL,1,common core quietly win war
The rest of the field figured out how to make Trump not quite as dominant,REAL,1,rest field figure make trump quite dominant
Trade bill clears Senate hurdle,REAL,1,trade bill clear senate hurdle
MUFON International tracking multiple triangle UFO reports,FAKE,0,mufon international track multiple triangle ufo report
"Trump makes biggest ad buy to date, hammers Clinton on economy",REAL,1,trump make biggest buy date hammer clinton economy
McConnell Promises 9/11 First Responders Will Get Healthcare Bill,REAL,1,mcconnell promise first responders get healthcare bill
Shocking Questions About the FBI & the ‘News’ Media,FAKE,0,shock question fbi news media
"Trump, and what he might say next, is burning up GOPs political capital in Washington",REAL,1,trump might say next burn gops political capital washington
Non-GMO 'crop circles' showing up in corn fields in Nebraska,FAKE,0,non gmo crop circle show corn field nebraska
Desperate Obama RIPS Comey: 'We Don't Operate On Innuendo' | Daily Wire,FAKE,0,desperate obama rip comey operate innuendo daily wire
Robert Durst on HBO’s ‘The Jinx': I ‘killed them all.’,REAL,1,robert durst hbo jinx kill
UNSC Members Fail to Agree on New Zealand Draft Resolution on Aleppo,FAKE,0,unsc members fail agree new zealand draft resolution aleppo
What liberals could learn from Ted Cruz’s flat tax,REAL,1,liberals could learn ted cruz flat tax
Hillary leads Trump in dead fetuses and dead people,FAKE,0,hillary lead trump dead fetuses dead people
Markets PANIC Over Trump Victory As FBI Reopens Hillary Email Probe | Harvey Organ,FAKE,0,market panic trump victory fbi reopen hillary email probe harvey organ
Trump swept to victory by fans of poor quality 80s action films,FAKE,0,trump sweep victory fan poor quality 80s action film
Re: Something lighter: ‘Shiny’ legs optical illusion goes viral,FAKE,0,something lighter shiny legs optical illusion viral
Trump again won’t rule out a third-party run,REAL,1,trump win rule third party run
Why do people dislike Hillary Clinton? The story goes far back,REAL,1,people dislike hillary clinton story far back
2016 campaign takes strange twists after Orlando,REAL,1,2016 campaign take strange twist orlando
Rand Paul wraps 'filibuster' over Patriot Act and NSA surveillance,REAL,1,rand paul wrap filibuster patriot act nsa surveillance
Scrabble Spells Doom for the Racial Hypothesis of Intelligence,FAKE,0,scrabble spell doom racial hypothesis intelligence
"How Yemen Fits Iran Plans for Mideast Rule, Beyond",REAL,1,yemen fit iran plan mideast rule beyond
"No matter who it is, next president to face economic challenge",REAL,1,matter next president face economic challenge
"A Fifth Clinton Presidency? Hill, No!",FAKE,0,fifth clinton presidency hill
The Real Reason the Antidepressant Industry Does Not Want Psychedelics Legalized,FAKE,0,real reason antidepressant industry want psychedelics legalize
Internet Erupts In Mockery After Sarah Palin Posts Something Monumentally Stupid Again (TWEETS),FAKE,0,internet erupt mockery sarah palin post something monumentally stupid tweet
News: Democracy Win: Volunteers Across The Country Are Oiling Up The Sidewalks To Help Voters Slide Uncontrollably To Their Polling Place,FAKE,0,news democracy win volunteer across country oil sidewalks help voters slide uncontrollably poll place
"Dear America, Let’s Now Unite and Flood Our Nation With Optimism",FAKE,0,dear america let unite flood nation optimism
"With Common Core tests, a lot at stake for first-year principal",REAL,1,common core test lot stake first year principal
Political polarization is getting worse. Everywhere.,REAL,1,political polarization get worse everywhere
"US economy adds paltry 38,000 jobs in May for weakest growth since 2010",REAL,1,economy add paltry 000 job may weakest growth since 2010
Donald Trump attacks force Jeb Bush out of his malaise,REAL,1,donald trump attack force jeb bush malaise
Clinton ekes out win in Iowa against Sanders,REAL,1,clinton ekes win iowa sanders
Hillary Clinton tributes fuel 2016 buzz,REAL,1,hillary clinton tributes fuel 2016 buzz
"If You're Tired of Carving Pumpkins the Old-Fashioned Way, Try It Like This Gal--with a .22 Rifle",FAKE,0,tire carve pumpkins old fashion way try like gal rifle
Trolls 101 —- How To Identify Trolls And Forum Spies,FAKE,0,troll 101 identify troll forum spy
"Re: What security threat? Huma Abedin doesn’t know how her emails got on her husband’s laptop, either",FAKE,0,security threat huma abedin know email get husband laptop either
"“MODERATE” INDONESIA: Protest against a Christian governor turns violent as more than 100,000 Muslims demand death for Christian governor who “blasphemed” Islam",FAKE,0,moderate indonesia protest christian governor turn violent 100 000 muslims demand death christian governor blaspheme islam
Facebook Isn’t Just Making Us Less Partisan. It’s Making Us Less Politically Engaged.,REAL,1,facebook make less partisan make less politically engage
Polling Site Corruption Enraged New Yorkers [Update] · Guardian Liberty Voice,FAKE,0,poll site corruption enrage new yorkers update guardian liberty voice
Votes Being Switched In Multiple States To Clinton,FAKE,0,vote switch multiple state clinton
WHAT EVERYDAY LIFE IS REALLY LIKE IN CUBA UNDER RAÚL CASTRO,FAKE,0,everyday life really like cuba raúl castro
GOP's message to voters should be this: Supreme Court fight is about Obama's abuse of power,REAL,1,gop message voters supreme court fight obama abuse power
Progressive Hypocrisy On Tolerance BRUTALLY Exposed,FAKE,0,progressive hypocrisy tolerance brutally expose
Sen. Kirsten Gillibrand Says Supreme Court Decision On Marriage Equality 'Just the Beginning',REAL,1,sen kirsten gillibrand say supreme court decision marriage equality begin
After a terrible week Trump sticks with style over substance in Wisconsin,REAL,1,terrible week trump stick style substance wisconsin
7 takeaways from the Republican debate,REAL,1,takeaways republican debate
Clinton's super PAC fundraising irks progressives,REAL,1,clinton super pac fundraise irk progressives
Clinton’s Policy On Syria Will Lead To WW3 Says Trump,FAKE,0,clinton policy syria lead ww3 say trump
Rand Paul: I won the debate last night,REAL,1,rand paul win debate last night
